chr,start,end,log2(old/young),gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,2mo,9mo,18mo
chr1,88216438,88216939,3.471026969590241,chr1,88085813,88221004,ENSMUSG00000089675.1,+,Ugt1a8,protein_coding,0.957968282727227,4.52720994929547,10.8873402289873
chr1,88216438,88216939,3.471026969590241,chr1,88093062,88222002,ENSMUSG00000090124.3,+,Ugt1a7c,protein_coding,0.957968282727227,4.52720994929547,10.8873402289873
chr1,88216438,88216939,3.471026969590241,chr1,88101252,88221003,ENSMUSG00000090145.3,+,Ugt1a6b,protein_coding,0.957968282727227,4.52720994929547,10.8873402289873
chr1,88216438,88216939,3.471026969590241,chr1,88132809,88220997,ENSMUSG00000054545.13,+,Ugt1a6a,protein_coding,0.957968282727227,4.52720994929547,10.8873402289873
chr1,88216438,88216939,3.471026969590241,chr1,88164012,88220997,ENSMUSG00000089943.1,+,Ugt1a5,protein_coding,0.957968282727227,4.52720994929547,10.8873402289873
chr1,88216438,88216939,3.471026969590241,chr1,88198601,88220997,ENSMUSG00000090171.1,+,Ugt1a2,protein_coding,0.957968282727227,4.52720994929547,10.8873402289873
chr1,88216438,88216939,3.471026969590241,chr1,88209959,88220997,ENSMUSG00000089960.1,+,Ugt1a1,protein_coding,0.957968282727227,4.52720994929547,10.8873402289873
chr1,88216438,88216939,3.471026969590241,chr1,88053388,88221004,ENSMUSG00000090165.4,+,Ugt1a10,protein_coding,0.957968282727227,4.52720994929547,10.8873402289873
chr1,88216438,88216939,3.471026969590241,chr1,88053393,88220584,ENSMUSG00000092220.1,-,Gm20528,processed_transcript,0.957968282727227,4.52720994929547,10.8873402289873
chr1,88216438,88216939,3.471026969590241,chr1,88068800,88220997,ENSMUSG00000090175.1,+,Ugt1a9,protein_coding,0.957968282727227,4.52720994929547,10.8873402289873
chr6,132261413,132261914,2.092270508632084,chr6,132204802,132316757,ENSMUSG00000067543.7,-,Prb1,protein_coding,2.19672037246071,7.34023360711013,9.50526854188786
chr6,130404820,130405321,2.23321369377407,chr6,130396272,130409933,ENSMUSG00000084204.1,-,Gm6584,unprocessed_pseudogene,3.204552100328152,11.47536291809615,12.700563866697149
chr13,61245918,61246419,3.775402170804935,chr13,61244747,61257348,ENSMUSG00000057446.2,-,Cts8,protein_coding,0.543419146728135,4.93769578912301,8.135762469021383
chr4,112774650,112775151,2.159220939473058,chr4,112709147,112776866,ENSMUSG00000048766.6,-,Skint10,protein_coding,3.683910488249537,9.572548381344763,15.009316261538013
chr17,18186246,18186747,7.457919980948764,chr17,18149930,18187178,ENSMUSG00000091350.1,+,Vmn2r92,protein_coding,0.0,0.923023387720435,2.90517109737225
chr7,6103162,6103663,1.6863971647461895,chr7,6043161,6107149,ENSMUSG00000034690.8,+,Nlrp4c,protein_coding,9.549585199165724,15.275793556205764,31.078096753346944
chr7,61837259,61837760,1.168755843290317,chr7,61835311,61839402,ENSMUSG00000077107.1,-,Mir344c,miRNA,9.49709935462337,12.9662809227394,21.5772416455318
chr4,114165084,114165585,2.549372067477472,chr4,114161384,114247028,ENSMUSG00000057977.6,+,Skint11,protein_coding,2.533012371577189,5.864138243916981,13.958821534634588
chr4,114165084,114165585,2.549372067477472,chr4,114163123,114167876,ENSMUSG00000082825.1,-,Gm15741,processed_pseudogene,2.533012371577189,5.864138243916981,13.958821534634588
chr4,113172189,113172690,3.3213811480009987,chr4,112802616,113288973,ENSMUSG00000087194.5,-,Skint6,protein_coding,0.5890734657318054,5.473476625964075,7.200542281487745
chr12,114067122,114067623,5.190439670083778,chr12,114066828,114071281,ENSMUSG00000076661.2,-,Ighv16-1,IG_V_gene,0.05375276919372543,1.00688732586459,8.216277293340413
chr8,20921978,20922479,4.305916887503714,chr8,20914490,20924071,ENSMUSG00000071165.3,-,Gm6040,protein_coding,0.5367919534385324,4.318840524631584,10.030059790182971
chr7,61877703,61878204,0.8856142813849278,chr7,61875770,61879864,ENSMUSG00000065568.1,-,Mir344,miRNA,19.07708957999528,32.26932672588173,42.83847560996781
chr8,3943333,3943834,2.3776321919911285,chr8,3938222,3956746,ENSMUSG00000040165.9,-,Cd209c,protein_coding,0.875384810078328,4.13162849741528,4.65391486472254
chr4,114191721,114192222,3.883011144891531,chr4,114161384,114247028,ENSMUSG00000057977.6,+,Skint11,protein_coding,0.3681701576400422,3.0411698278076873,5.5815316874110055
chr4,113485515,113486016,4.18374501750977,chr4,113475891,114001503,ENSMUSG00000078598.7,-,Skint5,protein_coding,0.11045089560354542,2.159945610040676,2.9766204792582345
chrX,55433095,55433596,6.757480262807672,chrX,55429819,55448793,ENSMUSG00000096127.2,+,Gm14625,unprocessed_pseudogene,0.0,1.31447455007397,3.122718982829781
chrX,50612158,50612659,2.8679042525013227,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,3.03519494233731,13.477573432370336,15.580794697512172
chr7,38498454,38498955,3.680312402285212,chr7,38498432,38539077,ENSMUSG00000100169.1,+,Gm29087,antisense,0.29159066777029435,8.165524139137801,14.201300187025241
chr12,114434455,114434956,5.590370276972414,chr12,114432788,114437244,ENSMUSG00000076680.1,-,Ighv6-6,IG_V_gene,0.11045089560354542,1.470636237286284,4.594630310397424
chr1,88277379,88277880,0.4267832584576703,chr1,88260471,88279633,ENSMUSG00000044783.12,-,Hjurp,protein_coding,55.8594608997152,66.2379164426046,75.8447095226601
