gene_name,gene_length.meta,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.0-5kb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.DAR,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,18mo.9mo.log_ratio.DAR,9mo.2mo.log_ratio.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,Tanova.max.loops,Tanova.std.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,loop_size.log.median.loops,18mo.2mo.T.min.loops,min_distance.log.std.loops,18mo.9mo.T.median.loops,Qanova.min.loops,loop_size.log.min.loops,Tanova.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac
Mrps18a,17924.0,0.3858911536188758,0.3045060324690833,0.3609506750615881,0.4999263968649297,3.0,0.5501970825596629,-0.0378902256573556,0.3281911024618715,0.0554951125915961,-0.0605649431741106,0.0741057923853061,0.0,0.1952306178111627,0.0,0.0282185877933645,0.0954163164702999,0.0025691710245263,0.3397065124410929,0.0953039648904855,-0.2723722704128075,0.0949546900951262,0.0,0.0,0.3488159723602892,0.0,-0.016998899152957,0.7577990975822999,1.4329594072670222,0.4569044069323085,0.0099754665781353,0.0005140872498952,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012740376616607,0.0005075084,4.742683,0.9805169680599264,0.0006683341970149,0.0004599404626865,18.13608994707185,-0.02053444,0.4425889072582035,0.01266536,0.0066098664,15.553029246059738,0.09251832,0.0104389182322271,0.0262228272370795,0.0366617454693066,0.4123795626850441,0.0614644544430903,0.5843310720432731,0.1447727634581663,-0.083308309015076,0.5897577580432636
Ttc14,15028.0,0.1926450779418811,0.567040592722158,0.919381539790237,0.919381539790237,2.0,0.7990873060727761,-0.3288726379473605,-0.0821733352126313,-0.0390012560004255,-0.0609393187607074,0.0,0.0,0.2077558932770591,0.0,0.1667242451294379,0.0979496438570395,0.0612808303933185,0.0205305396101858,0.1048265736620234,-1.222392421308968,0.1483618742933174,0.0,0.0,1.0200747082271264,0.0,-0.0107127105450186,0.0,0.6100534816813683,0.6397068662315525,0.0488243901512516,-0.024840294143734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0634819682397532,0.0766098506182307,0.1400918188579839,0.0838021584964596,-0.0599980273482201,-0.0007409527973036,-0.0572250884020435,-0.0027729389461765,-0.0419440217016782
Zfp397,9981.0,0.2016338611687098,0.3017237408195994,0.1768777620837172,0.1768777620837172,1.0,-0.1324502960234062,0.0353415375310061,-0.2398190262572274,-0.3219280948855587,-0.042300273888931,0.2459079492629827,0.0749017676789671,0.122831528508903,0.8333501305893973,-0.0679692749143354,0.1053562526213998,0.0821650669289093,0.107659950583789,0.0982351931035842,0.0,0.0762177575701841,0.0469729097076134,0.097736375688868,0.2137539791336644,-0.0228346080099008,-0.0331034931573932,-0.0573331750658754,0.2878023109823973,0.3094849155584451,0.0179942809540666,-0.060440797607189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011430539999999,1.903563,0.0,0.001579072,0.0011430539999999,15.62801827327298,0.0439355599999999,0.0,0.07492251,5.3527846,15.62801827327298,1.903563,0.0756116515307778,0.0009242507972291,0.0765359023280069,0.0979224564709235,0.0749017676789671,0.1441434006800017,-0.0228346080099008,0.097736375688868,-0.0043564409901208
1810062O18Rik,24608.0,0.6490928381396834,0.2396704127680173,0.0,0.0,0.0,0.0,0.0,0.0814020109492426,0.1460855820866013,0.0308317575244077,0.0,-0.0805587004364429,0.0825005431774101,0.5069599887187577,0.0,0.0977304843188182,-0.0284112342414171,0.5339730704766035,0.0952846654835006,0.1699250014403088,0.0975111602571365,-0.0591962195648045,-0.0591962195648045,0.2606056065447542,-0.0213624808716383,0.0105124655279318,0.3719687773863143,0.862496476248098,0.3987906636893449,-0.0132940939235393,0.0122283638553106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011174597907252,0.0008513656,6.298437,1.4578147580122256,0.0009067187756097,0.000950878904878,16.31259937886263,-0.0436678799999999,0.324585553081161,0.0251525,0.34888408,15.649256177517314,0.026959538,0.0026074215647603,0.0782233137984162,0.0808307353631766,0.0014099856395664,-0.0795616900293298,-0.0785646796222168,-0.0515519869789444,-0.0280097030503854,-0.0213624808716383
Sirpa,39393.0,0.0,0.0,0.2223924213358756,0.2223924213358756,1.0,0.4296842752424865,-0.079438848651494,0.1304200386645037,0.1375035237486233,-0.071906781873237,-0.1148941237503775,0.0532124765950388,0.1381520480179876,0.4296842752424865,-0.0877099821972828,0.0830966992751207,0.0830966992751207,0.1497801409289336,0.0897757835125392,0.0458036896129794,0.0301759622279632,-0.0056690036334061,-0.0026730936122147,0.0,0.0558855702072536,-0.0584686223852399,0.2537565922448879,0.2995602818578673,0.2118211066758514,0.0830966992751207,0.0746709827099356,1,-0.0886953585448488,-0.2440014537406036,0.7758394211047864,-0.1553060951957547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042745155108469,0.0189897171259871,0.023264232636834,0.1535133189827991,-0.0446613965740316,0.1833076681126471,0.0313723066298577,-0.0760337032038893,0.2651555289056815
Agpat1,9187.0,0.6076825772200589,0.1173569506379674,-0.0527178771814494,0.1375035237498343,8.0,0.415037499278176,-0.1293806275513362,0.4903256265820914,0.4903256265820914,-0.0050149514307538,0.0093707941080332,0.0087265635730425,-0.0429253300097274,0.1043366598146517,-0.073638987432461,-0.0379103785789736,-0.0714024926463334,0.6076825772200589,0.0,-0.1096244911742205,0.0,-0.0193857110622293,0.0257304801804494,0.1605001167088979,0.0030777519976672,-0.0050149514307538,0.4903256265820914,0.6076825772200589,0.0,-0.0714024926463334,-0.0429253300097274,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000637346322015,0.0004866484999999,4.2924924,1.2277438208884042,0.0001036166103448,0.0005604363655172,18.078552172451648,-0.063815047,0.1281365038237872,0.0090884499999999,0.014937375,15.79393346578638,0.06798506,0.0175315604894568,0.1157751606881423,0.1333067211775991,0.0251639140098285,0.0087265635730425,0.0387723977166096,-0.0170039166074068,0.0257304801804494,0.0393183564702983
Kif24,74142.0,0.5686606883915273,0.6350031832201468,0.2120086652954396,0.2814129351482552,4.0,0.917537839806518,-0.0628719810966829,-0.0043920439256941,-0.0663424948286195,-0.0777679575347716,-0.0750910022607049,0.0,0.0873476501912704,0.0,0.0374000970579793,0.1193705374353735,0.0440179353351584,0.5032243238580507,0.0636265431746874,0.0614005446638818,0.103417579678415,0.0,0.0,0.2623062283856651,0.0,-0.089962053657642,0.3985493764886918,0.6629650127213225,0.1489990370507963,0.0333102517976707,-0.0213409200250476,0,0.0,0.0,0.0,0.0,0.2684888358702234,4.087462841258826,-0.4594316185143401,-0.7279204543845635,0.000676856959259,-7.934414999999969e-05,5.800401,1.2997366043980698,0.0009043459435483,0.0001082694870967,16.41683050763877,-0.03135936,0.6679143885799073,0.0071497249999999,0.1717787,14.746619286400316,0.009767111,-0.0092866718307007,0.0111617507906959,0.0018750789599952,0.0592021841909294,-0.0062755388164226,0.0604509203318763,0.0805385100615367,-0.0868140488779593,0.2070690365139369
Slc6a9,40692.0,-0.3219280948865615,-0.1853671363304743,0.1985456793817768,0.1985456793817768,2.0,0.4288432988031614,-0.0549300801407436,0.4306124039209328,0.2181801700491199,-0.1146289699101927,-0.1021389535629015,-0.0029196535201503,0.0909836623497346,0.2451124978361143,-0.3005833254472658,0.0761755360240981,0.0526115246702842,0.2278397418842015,0.1373061963060638,-0.5025003405256472,0.1248977055407719,0.0232962545752348,0.0232962545752348,0.2736666748242619,-0.0262159080953852,-0.0773549931883967,1.2801079191806115,0.7776075786549645,0.777489130917731,0.0526115246702842,-0.0061064801572143,1,0.3571179827515622,0.4402569358963262,0.75,0.0831389531447639,0.0,0.0,0.0,0.0,0.0006929039614332,0.00048187475,7.200156,2.1220962521178888,0.00016121814375,0.00076181895625,17.273446541093193,-0.0140523399999999,0.4508512359779052,-0.0168698299999999,0.16623639,14.30890780406394,0.07717427,-0.002982185708601,-0.0227711721688953,-0.0257533578774964,0.1951751047169902,0.0702091082869072,0.4402569358963262,-0.0109017234323796,0.0811108317192869,0.3571179827515622
Ltv1,15028.0,0.8073549220556719,0.3626888099446468,0.2872159166138597,0.3334237337245964,2.0,0.2223924213360666,-0.1754887505296649,-0.0850392745636996,0.0437314206249044,-0.0399885004656928,0.0,-0.0239325279846962,0.3197242343144557,-0.7369655941565885,0.0,0.1502326367485329,0.0668956756450631,0.2143541116572965,0.1764869857339126,-1.4150374992487875,0.1477062466535912,0.0347421285873696,0.0347421285873696,0.8558301376080113,-0.0586746565720659,-0.0292305405486323,0.2730184944053793,0.8073549220556719,0.4512896319086844,0.0653615463996659,0.0723555181233637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008986016837919,-8.574129999999996e-05,6.524523,1.7747700779533222,0.00116358345,-8.838540714285735e-05,16.6436821113222,-0.0330949039999999,0.1150190110033041,0.0207432949999999,1.1404423,15.866071483659493,0.12240117,0.0290187398436073,0.0007520719311597,0.0297708117747671,0.0,-0.0239325279846962,-0.0239325279846962,-0.0586746565720659,0.0347421285873696,-0.0586746565720659
Eif2ak1,86463.0,0.3996074587084948,0.7842713089428823,0.415037499278398,0.415037499278398,2.0,0.415037499278398,-0.0038613079910943,-0.1524272907634021,-0.1524272907634021,-0.0195567663002784,0.0,0.0136535359322844,0.092210497480357,0.3831713762828368,0.0,0.0968485237708676,0.0420977508411093,0.3126103929696797,0.0679967144902688,0.3785116232528969,0.0262311808227848,0.005204664966814,0.005204664966814,0.1146136657559557,0.0561724254187687,-0.0195567663002784,0.0,0.6076825772188785,0.2570230401888075,0.0448551188172721,0.0410892303791525,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0177747184804706,0.0366314141205684,0.0188566956400977,0.1778913572262989,-0.0114464217201795,0.2712242583557153,-0.0652243408965019,0.0537779191763224,0.1807283676129903
