gene_name,gene_length.meta,count.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,rel_pos.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,9mo.2mo.Q.max.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,loop_size.log.min.loops,18mo.2mo.Q.min.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac
Stard7,28714.0,0,0.0,0.0229553432009463,24,0.1473550427995311,6,-0.0185052187298543,-0.5849625007091332,0.0,-0.0897156799752556,0.349668227050501,0.0778252069140958,-0.0667914037386969,0.0720443687108061,0.0416617088055477,0.0,0.0,0.0017056285286171,17.992860907802466,0.0020942962,17.017070660123927,0.0017163216537048,16.735339007745136,0.0015136078277843,15.186346414266424,-0.0028710497,0.0473904939389207,0.1091513687748044,0.1184329428998307,0.4689748920402328,-0.0002926877360992,0.0842667444994234,11.113090983442444,0.0304216943655565,3,0.0745387466983684,10.677726640661453,0.1928843647550713
Nus1,22636.0,4,0.0,-0.2609344589763671,22,0.2256302849601703,12,0.2154135417137386,-0.9999999999278651,1.0,-0.5625099008527217,0.9268314137087408,-0.3024292765295231,-0.4355416149587401,-0.1487113305991893,-0.1252752182474499,0.0,0.0,0.0008167753631434,19.719594372692825,0.0014704458,19.702786509292032,0.0010776339523349,19.53857013350258,0.0017000608842252,19.264992303049365,-0.0017773829,0.091635100461903,0.0854443162513477,0.1777410499293559,0.3638581799245803,-0.169126453432983,-0.1499436835499707,11.234817431117383,-0.2707551067597729,2,0.1437654986801444,10.977530844702516,-0.209435491523406
Zfp142,23119.0,10,2.0,-0.1245970524662958,19,0.141315639220688,4,-0.1462406251652609,-0.9999999999278651,2.0,-0.2594809564750138,0.5773502691583906,-0.0866731691973786,-0.1397996272940451,0.0211618061353598,-0.0334629185441976,0.0,0.0,0.0014629806994648,17.531899226879155,0.0013543627,17.28326925749212,0.0011183627440406,16.79367701081507,0.0011758437766809,15.388050929893144,-0.0010622829999999,0.026030477576364,0.0798626839737914,-0.0046527424643587,0.4565396198112009,0.0696499952330703,0.2124112769094073,11.54061240824958,-0.1508838860514528,3,0.4858056354235729,11.120925177207315,-0.017631390023634
Ap3m2,18268.0,16,1.0,0.1695255250036631,25,0.2567707621156376,10,0.6491853096094033,-2.3219280947719465,1.0,-0.2153270567963265,0.5959154362836206,0.137633150596849,0.0270954195261388,0.1969941982304785,0.1782697344396968,0.7338116591928251,12.535275376620827,0.0024673625375202,17.381171144342492,0.0029674439999999,16.716658724318933,0.0021868641424623,16.726863145474447,0.0027363080640071,15.739042199689782,-0.001192515,0.0368278805618087,0.0309906523478059,-0.0416481185301771,1.3620601696444774,0.314887205841304,0.4448890611757949,11.127349541059184,0.0504015154255785,3,0.468935290762331,10.152467338960866,0.1632850484573542
Kcnk12,52193.0,8,1.0,-0.0403207653325159,14,0.2476722191228582,2,0.4999999999639326,0.0,1.0,-0.0403207653325159,0.0887637379563009,-0.0403207653325159,-0.277871420884435,-0.0352599835470464,-0.0352599835470464,0.2952793062307459,13.961918236385376,0.0023558565531102,18.759689918631512,0.0032905049999999,16.32166574311541,0.0016222970035229,16.280841782320532,0.0019062973435933,13.756869011549092,-0.0025850897,-0.0135706096448654,-0.1006628434697877,0.0462803910201139,1.7811995321526206,0.0310800888443686,0.2411679764776222,14.27379559921427,0.0665495764922343,7,0.13531668638179,12.364914224819133,0.2533551391967559
Cln5,7412.0,9,1.0,0.0607562892078783,18,0.2178590742959785,5,-0.2304006186871667,-0.4150374992758383,1.0,-0.008522797601135,0.6362069155860204,0.0607562892078783,-0.1424156943592045,-0.0434271694301405,-0.0759431021082512,0.0,0.0,0.0016996188070071,20.310080192577903,0.0015812754,19.126172578605576,0.0011168966519384,19.199809642991752,0.0015487903136487,18.543987126190228,-0.002451946,0.0449441300733321,0.0219765873950744,-0.0044507510575751,0.5858438470480426,-0.1603725121880709,-0.0501045805202275,11.35645197022181,-0.2200682837386242,3,0.2835488587815955,10.775320719562608,-0.1265396523600295
Nrxn1,1059440.0,0,0.0,0.0,19,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4784298897344805,18.265423436992887,0.0008933831249178,21.811427221816697,0.0024810732,19.610343616892195,0.0008757163083365,19.376934204491224,0.0009578235281342,15.511505595792482,-0.0029549693999999,-0.0082143982338783,0.061158629084818,0.0792822591941287,2.1038085325883227,-0.2412585788309032,0.3520500522641558,18.962288844319563,-0.2194837495580321,40,0.7112233208920484,17.2233303924412,0.4328114453530631
Pdpk1,77244.0,9,3.0,0.2500743965165393,15,0.2272796589348229,0,0.0,-0.9999999999759548,0.0,0.204201394653265,0.682043068052034,0.2500743965165393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0135790239448146,0.0139181078136446,0.0381896183130359,1.950249332117849,0.3599438522832751,0.7111715622709854,15.17920933761686,0.1619057317385439,6,0.5635889704442212,12.73180842674011,0.4357041532649001
Dusp18,6056.0,20,4.0,0.0137450245977768,19,-0.1486956872646962,3,0.194987500240385,-0.5849625007131416,3.0,-0.0616528643998091,0.0,0.0644347792635704,0.0925164903280473,0.1973397263177615,0.1993176060570056,0.0,0.0,0.0013807094979651,18.77938592932424,0.0032462289999999,17.67983741733695,0.0014081115137595,17.550254631499442,0.0017515349455499,15.871327736134008,-0.0039129779999999,-0.0266986200928737,0.0191703971391616,0.0057348603616067,0.474709536950778,0.2982954560447315,0.6021288029736787,11.157978449945496,0.3121132213280438,3,0.1755763480820786,10.69560687883891,0.4265524548916
Gm15577,16917.0,13,1.0,-0.250418982721297,21,0.4665649742909927,6,-0.8245887633114749,-1.584962500673066,0.0,-0.4870945127511574,0.3700211458782396,-0.2150166814166401,-0.266765444441289,-0.0356612514930706,-0.0347588066316599,0.0,0.0,0.0005087086107743,20.770788888469585,0.0016716463999999,18.41699539649441,0.0009693496357878,18.82903804677428,0.000982955589603,18.3483045631442,-0.0003651894499999,-0.0144821571293134,0.2177411590967608,0.1785225060956031,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
