geneslop2k,pvalue,corrected_pvalue,18mo,2mo,9mo,gene_length,DMG,gene_name
ENSMUSG00000091002.2,6.793985624071937e-08,2.308485486594373e-05,1.0517712831497192,0.9363789558410645,1.014997959136963,188756,-1,Tcerg1l
ENSMUSG00000032220.10,2.634381169255312e-05,0.0046763853660894,1.4502619504928589,1.34979510307312,1.429854154586792,192416,-1,Myo1e
ENSMUSG00000061947.10,1.9970869572246342e-05,0.0036682614976593,0.8196321129798889,0.6964576840400696,0.7940980792045593,16658,-1,Serpina10
ENSMUSG00000032038.7,1.5872886602123325e-05,0.0030183182183519,1.536338448524475,1.399686574935913,1.4998193979263306,72692,-1,St3gal4
ENSMUSG00000115115.1,1.972241194846291e-18,3.2691739745612828e-15,2.8139686584472656,2.4034390449523926,2.5695626735687256,28977,-1,AL607142.1
ENSMUSG00000073418.4,4.707449138792708e-05,0.0077778112579251,1.1032373905181885,0.977980613708496,1.071669340133667,15502,-1,C4b
ENSMUSG00000066364.2,1.6646333593668344e-07,5.182413937744015e-05,1.020891547203064,0.8889033198356628,1.016911864280701,11549,-1,Serpina3b
ENSMUSG00000041771.14,6.110329075359767e-06,0.0013030331047581,1.1179988384246826,1.011421799659729,1.093167781829834,138358,-1,Slc24a4
ENSMUSG00000113626.1,1.813834521366193e-05,0.0033782023810638,0.6732402443885803,0.5684496760368347,0.5768288969993591,57418,-1,Gm7240
ENSMUSG00000022353.10,7.612994921350981e-09,3.086002994965684e-06,1.8206920623779297,1.6597107648849487,1.7321206331253052,140771,-1,Mtss1
ENSMUSG00000055026.13,7.293463574544606e-13,5.91686627394026e-10,0.7745202779769897,0.6716212630271912,0.7686344981193542,670723,-1,Gabrg3
ENSMUSG00000041729.15,2.7535450129960133e-07,8.154396272440711e-05,1.8200229406356807,1.6763066053390503,1.6991900205612185,117552,-1,Coro2b
ENSMUSG00000111059.1,1.145811531471573e-06,0.0002940322849688,1.4471346139907837,1.237602949142456,1.363839030265808,5877,-1,Gm33838
ENSMUSG00000032724.5,5.570758255032534e-08,1.917283540571529e-05,2.369201898574829,2.196810722351074,2.27967381477356,152113,-1,Abtb2
ENSMUSG00000041536.13,2.6761743893876084e-05,0.0047423384144668,0.8880569934844971,0.7737853527069092,0.8300764560699463,9172,-1,Serpina3a
ENSMUSG00000115062.1,1.3051685194719937e-05,0.0025525265451368,2.004969835281372,1.79695463180542,1.862552523612976,4769,-1,4930544F09Rik
ENSMUSG00000098029.2,1.5379500436079196e-07,4.834717488690561e-05,1.0644445419311523,0.908153474330902,1.0263351202011108,52121,-1,Gm7745
ENSMUSG00000038534.18,4.451534991584615e-05,0.0074106424209627,1.2892663478851318,1.167533278465271,1.197250247001648,18276,-1,Osbpl7
ENSMUSG00000027895.10,4.737623713010124e-06,0.0010418178177278,1.607796311378479,1.4451088905334473,1.481790542602539,21249,-1,Kcnc4
ENSMUSG00000104375.1,3.590799482122507e-05,0.0061259294418326,0.7458836436271667,0.6383061408996582,0.6752200722694397,14470,-1,Gm6300
ENSMUSG00000055538.7,3.009709970300074e-08,1.0954800499265275e-05,1.5373311042785645,1.3678383827209473,1.4971250295639038,57397,-1,Zcchc24
ENSMUSG00000090478.1,8.385661179197538e-07,0.0002220641679856,0.7740588784217834,0.6590846180915833,0.7355101108551025,5091,-1,Gm5656
ENSMUSG00000100037.1,5.102004887067496e-06,0.0011107945862775,1.2068474292755127,1.081287503242493,1.1033252477645874,51532,-1,Gm29103
ENSMUSG00000101481.1,4.0082512902081673e-05,0.0067554240648708,1.7208364009857178,1.5588668584823608,1.7161835432052612,22911,-1,1700123O21Rik
ENSMUSG00000024694.9,6.206608493222396e-05,0.0099077883817267,0.8220685720443726,0.7184831500053406,0.7688705921173096,24116,-1,Keg1
ENSMUSG00000071179.8,4.2365091612357865e-06,0.0009438036871159,0.8523993492126465,0.723874032497406,0.8056923747062683,7331,-1,Serpina16
ENSMUSG00000049148.8,1.083474272331225e-05,0.0021722952742068,0.7161294221878052,0.6123214364051819,0.684588611125946,200062,-1,Plcxd3
ENSMUSG00000095280.1,1.4168381768915112e-73,5.111531720657949e-69,2.044278144836426,1.497802495956421,1.912433624267578,3073,-1,Gm21738
ENSMUSG00000084981.7,1.8064544189744857e-05,0.0033685489716229,0.8824520707130432,0.7650858759880066,0.8223141431808472,15192,-1,Gm15962
ENSMUSG00000103288.1,1.0705903359842446e-06,0.0002763481831252,0.6679266095161438,0.5510610938072205,0.6596167683601379,83668,-1,Gm37273
ENSMUSG00000112792.1,1.3067528403934352e-05,0.0025548103401818,0.6784457564353943,0.5712118148803711,0.6660569906234741,84915,-1,Gm38407
ENSMUSG00000026435.15,2.5845531762796757e-05,0.0045985818385831,1.446406602859497,1.296859860420227,1.3623855113983154,20002,-1,Slc45a3
ENSMUSG00000011256.16,6.5232368132945065e-09,2.685076154703092e-06,1.2352217435836792,1.087268590927124,1.2048962116241455,91351,-1,Adam19
ENSMUSG00000079012.11,5.076547590142283e-06,0.0011060373520716,0.9090624451637268,0.7913798093795776,0.8853131532669067,55771,-1,Serpina3m
ENSMUSG00000105728.1,2.23805736987314e-05,0.0040347500609734,2.4465034008026123,2.6981561183929443,2.5012457370758057,5120,1,Gm42819
ENSMUSG00000105945.1,6.430786300293529e-07,0.0001748254737354,1.2084931135177612,1.381498098373413,1.2162235975265503,3687,1,Gm43570
ENSMUSG00000102808.1,1.060593692043431e-09,5.13395616301135e-07,2.615858554840088,3.078495979309082,2.6594462394714355,1798,1,5430420F09Rik
ENSMUSG00000114926.1,7.92999202035353e-06,0.0016458679801262,1.939038038253784,2.163320541381836,2.009340047836304,4526,1,Gm2379
ENSMUSG00000103382.1,1.8271274035260955e-09,8.482927295483659e-07,1.493144989013672,1.758047342300415,1.5433293581008911,2178,1,Gm37755
ENSMUSG00000095930.1,2.105000810301772e-09,9.66330173153866e-07,1.4842606782913208,1.675639033317566,1.5834392309188845,45788,1,Nim1k
ENSMUSG00000004791.7,7.144824482551733e-06,0.0014996540477946,1.4970552921295166,1.6498981714248655,1.51995849609375,11155,1,Pgf
ENSMUSG00000103478.1,5.51497355190993e-06,0.001187218665434,1.4616414308547974,1.6353801488876345,1.4690953493118286,5217,1,4930433J02Rik
ENSMUSG00000104187.1,2.1698870754343445e-08,8.119661243205115e-06,1.5728981494903564,1.8414113521575928,1.57960307598114,2146,1,Gm37820
ENSMUSG00000111212.1,2.5062470794948078e-29,1.0456498519360884e-25,2.6153786182403564,3.3682515621185303,2.751684665679932,4232,1,Gm47087
ENSMUSG00000113645.1,6.50028323050097e-12,4.63029711828912e-09,1.7755998373031616,2.0936648845672607,1.8230929374694824,2764,1,Gm47076
ENSMUSG00000028521.17,1.912415818182575e-07,5.8674482011870285e-05,1.424553155899048,1.5895023345947266,1.4586344957351685,44515,1,Slc35d1
ENSMUSG00000040649.15,4.824580299951316e-09,2.044893710663054e-06,1.4290225505828855,1.5910069942474363,1.437182903289795,51465,1,Rimklb
ENSMUSG00000102742.1,4.994446700855979e-25,1.4869620806630629e-21,1.693259596824646,1.9826682806015012,1.7185789346694946,86142,1,Pcdhga11
ENSMUSG00000057969.15,5.120735138622544e-07,0.0001422371282517,1.2480430603027344,1.410914421081543,1.3067137002944946,11555,1,Sema3b
ENSMUSG00000054074.9,3.0358810618067668e-18,4.8614487327039655e-15,2.722893476486206,3.2824084758758545,2.7796170711517334,8375,1,Skida1
ENSMUSG00000019842.6,2.199181819973408e-05,0.0039763538458538,1.6081228256225586,1.736652970314026,1.63306987285614,42373,1,Traf3ip2
ENSMUSG00000086612.1,1.6108489616055291e-16,2.0886872318197065e-13,1.367354393005371,1.689846158027649,1.436132311820984,15717,1,Gm12064
ENSMUSG00000089699.1,1.2938037683332224e-11,8.826498488158062e-09,1.5331685543060305,1.7315205335617063,1.561242699623108,46966,1,Gm1992
ENSMUSG00000020656.16,1.8026105277865661e-09,8.381791217368183e-07,1.5846314430236816,1.7458423376083374,1.5935691595077517,45108,1,Grhl1
ENSMUSG00000078640.9,1.3210091250201784e-07,4.219726663035551e-05,1.240641474723816,1.4221545457839966,1.2605679035186768,3063,1,Gm11627
ENSMUSG00000075512.5,2.039084527571929e-09,9.3958679584602e-07,1.353742599487305,1.5731794834136963,1.383324146270752,5023,1,Gm1587
ENSMUSG00000101568.1,1.9824164098473863e-14,1.9834174994735852e-11,1.281286358833313,1.554731011390686,1.3389300107955933,2905,1,1700040F17Rik
ENSMUSG00000089664.2,5.839414084568242e-08,2.000764500948956e-05,1.4247686862945557,1.6259729862213137,1.4837037324905396,2326,1,Gm12494
ENSMUSG00000024598.9,4.220344496222516e-21,9.082026691634354e-18,1.4157776832580566,1.6060770750045776,1.4255393743515017,201864,1,Fbn2
ENSMUSG00000103106.1,1.3377844676942332e-10,7.769659064980408e-08,1.65460205078125,1.9755364656448364,1.721630573272705,3850,1,Gm37047
ENSMUSG00000019849.11,1.4592129320995946e-05,0.0028072435219377,1.668213129043579,1.7856378555297852,1.7010506391525269,99995,1,Prep
ENSMUSG00000115310.1,3.862960077440798e-09,1.6719762371794754e-06,1.452076077461243,1.6468756198883057,1.5012987852096558,17869,1,Gm35360
ENSMUSG00000028796.17,1.109218243504493e-05,0.0022173864012302,1.419842004776001,1.5223835706710815,1.456451177597046,98179,1,Phc2
ENSMUSG00000117546.1,1.7116484566903965e-09,8.025767233775024e-07,1.9863357543945312,2.272700786590576,1.9905555248260496,2454,1,AC154542.1
ENSMUSG00000103217.1,1.1512291964879866e-06,0.0002950521800245,1.319227933883667,1.514104247093201,1.3603030443191528,2558,1,Gm38287
ENSMUSG00000024565.9,2.1768050522655912e-15,2.51422851046475e-12,1.7181639671325684,2.0583178997039795,1.8049490451812744,20395,1,Sall3
ENSMUSG00000026227.11,3.608690640899304e-06,0.0008172985424578,1.8388086557388303,2.0600264072418213,1.875193476676941,9593,1,2810459M11Rik
ENSMUSG00000113052.1,3.243882614242491e-05,0.0055979296688161,1.2924816608428955,1.4342868328094482,1.293891668319702,3611,1,Gm31513
ENSMUSG00000100502.1,8.914706126515992e-10,4.373979561629672e-07,1.5221179723739624,1.759602665901184,1.5808963775634766,6938,1,Gm28286
ENSMUSG00000102440.1,1.7044815283592492e-19,3.1582320499956493e-16,1.5204707384109497,1.7562689781188965,1.5381090641021729,104934,1,Pcdhga9
ENSMUSG00000111583.1,1.5161179413619166e-07,4.77580698886101e-05,1.5238988399505615,1.6949479579925537,1.5504659414291382,26183,1,Gm47962
ENSMUSG00000030287.15,1.5873097186377708e-10,9.055927609385198e-08,1.6995501518249512,1.833215355873108,1.7026435136795044,393924,1,Itpr2
ENSMUSG00000106427.1,2.2136006223703956e-10,1.2319622629789766e-07,1.3294248580932615,1.540637731552124,1.359670877456665,3062,1,Gm42820
ENSMUSG00000026413.12,2.2570191886660522e-07,6.815615142289013e-05,1.616973042488098,1.7537519931793213,1.6236337423324585,47812,1,Pkp1
ENSMUSG00000086542.1,1.5235113382194318e-13,1.3620758916497048e-10,2.320420742034912,2.740088701248169,2.4061882495880127,8322,1,Gm13782
ENSMUSG00000106446.1,5.458380436935166e-05,0.0088721721427884,1.1253257989883425,1.2626323699951172,1.1784645318984983,1351,1,Gm42970
ENSMUSG00000089697.1,2.277502806523711e-09,1.0362123397348687e-06,1.547086238861084,1.7648025751113892,1.5630264282226562,5488,1,Gm15947
ENSMUSG00000109853.1,5.226131408206096e-05,0.00852683248484,1.3569958209991455,1.4949864149093628,1.389963984489441,15442,1,Gm33045
ENSMUSG00000115337.1,1.3621091693134614e-05,0.0026495228962897,1.0703716278076172,1.201716065406799,1.161728024482727,29527,1,4930570B17Rik
ENSMUSG00000055003.14,3.1328176870304434e-08,1.1349007815446398e-05,2.7883200645446777,3.083662271499634,2.870704174041748,15633,1,Lrtm2
