2mo,9mo,18mo,gene_name,distance
0.45,0.31,0.07,Xkr4,195191
0.83,0.73,0.98,Xkr4,124941
0.74,0.79,0.95,RP23-115I1.3,203
0.74,0.79,0.95,Xkr4,82809
0.76,0.96,0.97,Atp6v1h,42105
0.93,0.65,0.91,St18,129262
0.57,0.37,0.2,Pcmtd1,18874
0.51,0.45,0.21,Sntg1,349131
0.47,0.3,0.2,Rrs1,1228
0.47,0.3,0.2,Adhfe1,2279
0.65,0.71,0.42,2610203C22Rik,2003
1.0,0.73,0.97,1700034P13Rik,19771
0.48,0.19,0.39,Sgk3,10944
0.63,0.64,0.89,Cspp1,9915
0.64,0.57,0.38,Cpa6,102642
0.6,0.31,0.44,Prex2,89119
0.12,0.35,0.22,Prdm14,3340
0.28,0.31,0.06,Ncoa2,10047
0.39,0.44,0.68,Ncoa2,12473
0.58,0.47,0.29,RP23-70F22.2,1716
0.58,0.47,0.29,Lactb2,19869
0.55,0.46,0.28,Kcnb2,7725
0.6,0.48,0.27,Kcnb2,123919
0.74,0.57,0.41,Kcnb2,139148
0.83,0.68,0.97,Kcnb2,115420
0.87,0.76,0.6,4930444P10Rik,3096
0.9,0.54,0.9,Stau2,5523
0.93,0.96,0.74,Gm28376,10683
0.7,0.61,0.47,Gm28153,31323
0.92,0.72,0.88,Pkhd1,275227
0.77,0.67,0.57,Paqr8,9485
0.2,0.34,0.08,Efhc1,2642
0.91,0.84,0.56,Gsta3,9915
0.91,0.84,0.56,Gm28836,145
0.68,0.7,0.44,Gsta3,10147
0.68,0.7,0.44,Gm28836,377
0.72,0.62,0.4,Kcnq5,25358
0.45,0.39,0.19,Kcnq5,110803
0.65,0.49,0.41,Kcnq5,269308
0.89,0.75,0.62,Kcnq5,193914
0.79,0.76,0.56,Kcnq5,152622
0.44,0.32,0.12,Kcnq5,137013
0.7,0.97,0.66,Rims1,16658
0.91,0.91,0.68,Rims1,124588
0.56,0.71,0.34,Rims1,202970
0.81,0.75,0.47,Ogfrl1,3930
0.3,0.11,0.08,Ogfrl1,13794
0.45,0.21,0.28,Col19a1,76420
0.9,0.7,0.56,Col19a1,131858
0.06,0.17,0.63,Gm28439,620
0.06,0.17,0.63,Gm10222,910
0.06,0.17,0.63,Gm28438,1329
0.06,0.17,0.63,Gm28437,2181
0.06,0.17,0.63,Gm10925,1816
0.06,0.17,0.63,Gm28661,905
0.06,0.17,0.63,Gm29216,84
0.1,0.0,0.33,Gm28437,785
0.1,0.0,0.33,Gm10925,1465
0.1,0.0,0.33,Gm28661,2301
0.1,0.0,0.33,Gm29216,1480
0.27,0.47,0.44,Lmbrd1,8628
0.75,0.95,0.63,Bai3,39547
0.45,0.54,0.21,Bai3,39559
0.66,0.6,0.39,Bai3,116643
0.7,0.54,0.82,Bai3,367375
0.5,0.48,0.76,Bai3,362885
0.28,0.38,0.05,RP23-478K4.1,1518
0.28,0.38,0.05,Bai3,139724
0.72,0.8,0.97,Gm6473,857
0.63,0.39,0.53,Phf3,25072
0.55,0.51,0.18,Khdrbs2,5716
0.68,0.69,0.41,Khdrbs2,5224
0.72,0.73,0.92,RP23-154N2.3,2557
0.18,0.26,0.05,RP24-423J19.7,2920
0.65,0.43,0.57,Bend6,18889
0.62,0.38,0.24,Dst,24456
0.62,0.38,0.24,AC123072.1,24409
0.72,0.78,0.47,Gm23792,1105
0.72,0.78,0.47,Dst,74290
0.72,0.78,0.47,AC123072.1,74243
0.88,0.97,0.67,Dst,95452
0.88,0.97,0.67,AC123072.1,95405
0.62,0.74,0.43,Dst,167922
0.62,0.74,0.43,AC123072.1,167875
0.69,0.36,0.67,Dst,199470
0.69,0.36,0.67,AC123072.1,199423
0.89,0.94,0.71,Dst,194529
0.89,0.94,0.71,AC123072.1,193460
0.63,0.43,0.41,Dst,107898
0.63,0.43,0.41,AC123072.1,106829
0.8,0.73,0.93,RP24-152H15.5,1665
0.45,0.11,0.22,Ptpn18,5143
0.45,0.11,0.22,Gm28417,2558
0.39,0.31,0.0,Arhgef4,21090
0.68,0.56,0.37,Uggt1,22642
0.51,0.3,0.26,Kansl3,13851
0.94,0.79,0.68,Sema4c,4423
0.75,0.52,0.49,Fam178b,7802
0.8,0.9,0.68,Fam178b,34345
0.47,0.53,0.22,Fam178b,54485
0.93,0.91,0.73,Tmem131,22961
0.81,0.55,0.74,Tmem131,44628
0.51,0.6,0.34,RP23-328J8.2,1365
0.51,0.6,0.34,Tmem131,28492
0.69,0.44,0.52,Inpp4a,39514
0.82,0.85,0.65,Inpp4a,44769
0.81,0.8,0.51,Inpp4a,32556
0.9,0.65,0.61,Inpp4a,32438
0.66,0.47,0.45,Inpp4a,12994
0.7,0.63,0.33,Inpp4a,10401
0.65,0.74,0.3,Mgat4a,41214
0.7,0.41,0.61,Mgat4a,17292
0.58,0.42,0.35,Mgat4a,8294
0.74,0.66,0.5,2010300C02Rik,9351
0.76,0.62,0.51,2010300C02Rik,23400
0.68,0.51,0.43,RP23-402K6.2,177
0.68,0.51,0.43,2010300C02Rik,54793
0.48,0.32,0.24,2010300C02Rik,55941
0.56,0.31,0.27,RP23-21P10.1,1700
0.56,0.31,0.27,2010300C02Rik,27938
0.39,0.21,0.12,2010300C02Rik,14595
0.19,0.22,0.01,Rev1,5882
0.19,0.22,0.01,Eif5b,911
0.77,0.66,1.0,Rev1,23107
0.66,0.72,0.89,Aff3,35224
0.6,0.84,0.9,Aff3,44808
0.88,0.72,0.96,Gm16151,1515
0.88,0.72,0.96,Aff3,132091
0.73,0.82,0.94,Aff3,221174
0.44,0.34,0.23,Aff3,127117
0.54,0.6,0.26,Aff3,126651
0.35,0.5,0.72,Aff3,42239
0.55,0.42,0.25,Lonrf2,14937
0.72,0.91,0.69,Nms,6154
0.72,0.84,0.53,Nms,6120
0.72,0.8,0.5,Nms,6071
0.26,0.11,0.05,Npas2,13475
0.88,0.98,0.65,Npas2,77224
0.83,0.71,0.91,Npas2,80697
0.74,0.82,0.59,Npas2,78300
0.33,0.41,0.15,Npas2,66109
0.16,0.22,0.0,Npas2,52594
0.43,0.4,0.14,Npas2,5349
0.34,0.24,0.11,Creg2,7446
0.71,0.51,0.53,Rfx8,20443
0.27,0.68,0.56,Map4k4,12503
0.5,0.41,0.26,Map4k4,41972
0.82,0.52,0.82,Map4k4,39781
0.84,0.57,0.86,Gm16894,4000
0.84,0.57,0.86,Il1r2,11772
0.65,0.84,0.61,Il1r1,37765
0.39,0.25,0.16,Il18r1,996
0.53,0.63,0.87,Gm29260,50502
0.35,0.08,0.13,Gm29260,42655
0.89,1.0,0.78,Pantr1,22589
0.39,0.38,0.12,Gm20646,18993
0.48,0.56,0.2,Tgfbrap1,3087
0.91,0.81,0.69,Fhl2,1062
0.37,0.18,0.16,Fhl2,7205
0.23,0.22,0.03,Fhl2,20443
0.27,0.31,0.08,Fhl2,1879
0.73,0.69,0.49,Nck2,5382
0.57,0.31,0.2,Bivm,3804
0.25,0.02,0.16,Col5a2,2334
0.59,0.5,0.82,Slc39a10,26475
0.65,0.41,0.37,Tmeff2,121003
0.08,0.12,0.34,Gm17767,16759
0.74,0.8,0.95,Myo1b,3557
0.23,0.28,0.57,Myo1b,61156
0.04,0.1,0.24,Myo1b,66236
0.88,0.71,0.67,Myo1b,4562
0.41,0.37,0.16,Gm28177,17610
0.41,0.37,0.16,Stat1,23037
0.64,0.7,0.41,Mfsd6,9016
0.41,0.32,0.64,1700019D03Rik,17294
0.78,0.78,0.51,Ormdl1,3940
0.78,0.78,0.51,Gm28778,3924
0.74,0.88,0.67,Gm18800,9604
0.74,0.88,0.67,Gm28551,11075
0.48,0.32,0.75,Dnah7a,78643
0.09,0.32,0.03,Hecw2,9396
0.88,0.88,0.57,Pgap1,2517
0.64,0.52,0.87,4930444A19Rik,27815
0.64,0.52,0.87,Ankrd44,64204
0.59,0.9,0.47,4930444A19Rik,37223
0.59,0.9,0.47,Ankrd44,73612
0.57,0.4,0.84,Ankrd44,76574
0.57,0.72,0.37,Coq10b,2662
0.59,0.76,0.9,Rftn2,4085
0.81,0.74,0.96,9130227L01Rik,4941
0.24,0.35,0.51,Satb2,8558
0.1,0.22,0.35,Satb2,17306
0.54,0.64,0.79,Satb2,75829
0.69,0.41,0.42,9130024F11Rik,21609
0.8,0.94,0.67,Spats2l,58484
0.45,0.11,0.22,Fam126b,4237
0.45,0.11,0.22,Ndufb3,298
0.45,0.51,0.24,Trak2,14219
0.73,0.79,0.96,Stradb,3359
0.69,0.69,0.9,Als2,9939
0.81,0.81,0.58,Fzd7,846
0.79,0.7,0.45,Gm26813,1537
0.37,0.15,0.19,1700122D07Rik,281
0.37,0.15,0.19,Gm28411,2101
0.37,0.15,0.19,Gm973,18828
0.78,0.83,0.98,Gm973,53130
0.78,0.83,0.98,Sumo1,729
0.26,0.18,0.04,Gm973,45432
0.26,0.18,0.04,Sumo1,8427
0.29,0.31,0.11,Bmpr2,54415
0.37,0.15,0.24,Fam117b,21249
0.53,0.62,0.28,Cd28,22946
0.63,0.9,0.74,Gm11587,1318
0.76,0.7,0.95,9530026F06Rik,104
0.73,0.77,0.93,Gm28449,1437
0.41,0.36,0.18,Pard3bos1,11961
0.41,0.36,0.18,Pard3b,204755
0.73,0.78,0.53,Pard3b,396608
0.78,0.74,0.44,Pard3b,502735
0.57,0.8,0.67,Pard3b,290778
0.41,0.73,0.52,Pard3b,51120
0.32,0.1,0.23,Nrp2,9390
0.22,0.01,0.12,RP23-149A5.4,2700
0.22,0.01,0.12,Nrp2,10693
0.48,0.54,0.78,Ino80d,28467
0.3,0.19,0.07,Ino80d,61038
0.32,0.2,0.11,Ino80d,53294
0.74,0.49,0.57,Ino80d,30620
0.64,0.65,0.87,Ino80dos,20894
0.32,0.13,0.05,Gm27512,304
0.32,0.13,0.05,Gpr1,16691
0.32,0.13,0.05,Gm11607,1539
0.49,0.67,0.81,Gpr1,3122
0.16,0.27,0.03,Zdbf2,7225
0.86,0.83,0.66,Dytn,33115
0.43,0.38,0.73,Gm13754,8676
0.93,0.98,0.75,Klf7,34380
0.65,0.59,0.86,Gm13748,3934
0.65,0.59,0.86,Klf7,35434
0.36,0.22,0.1,Creb1,30295
0.63,0.63,0.32,Ccnyl1,10279
0.82,0.69,1.0,Plekhm3,11
0.55,0.63,0.85,Plekhm3,31328
0.53,0.26,0.28,Pikfyve,11966
0.22,0.34,0.03,Pth2r,1242
0.56,0.34,0.35,Map2,75078
0.72,0.86,0.6,Map2,19661
0.73,0.79,0.44,Acadl,2859
0.42,0.57,0.33,Lancl1,5188
0.17,0.07,0.27,Lancl1,2745
0.7,1.0,0.91,Erbb4,171649
0.74,0.96,0.85,Spag16,7287
0.8,0.63,0.85,Spag16,111885
0.05,0.22,0.0,Spag16,80770
0.84,0.9,0.6,Abca12,54341
0.73,0.58,0.8,4933417E11Rik,13427
0.61,0.34,0.61,Mreg,12594
0.84,0.96,0.75,Pecr,6159
0.66,0.71,0.92,Tmem169,4555
0.49,0.64,0.29,Smarcal1,18040
0.86,0.52,0.75,Smarcal1,19775
0.9,0.91,0.61,Smarcal1,25714
0.82,0.79,1.0,6030407O03Rik,92117
0.91,0.91,0.7,6030407O03Rik,107320
0.91,0.91,0.7,Gm29183,10825
0.47,0.21,0.48,6030407O03Rik,37300
0.47,0.21,0.48,Gm29183,14751
0.33,0.23,0.08,Gm29358,2407
0.33,0.23,0.08,Tmbim1,9763
0.33,0.23,0.08,Pnkd,13080
0.58,0.54,0.27,Usp37,6121
0.57,0.19,0.45,Zfp142,7365
0.48,0.52,0.75,Ccdc108,15975
0.87,0.8,0.62,Nhej1,67069
0.24,0.14,0.04,Zfand2b,3184
0.24,0.14,0.04,Abcb6,113
0.24,0.14,0.04,Gm29253,99
0.86,0.83,0.64,Ptprn,8229
0.86,0.83,0.64,Gm28294,1154
0.7,0.52,0.43,Speg,11654
0.72,0.57,0.46,Speg,11825
0.35,0.32,0.08,Speg,11857
0.39,0.4,0.17,Speg,15869
0.86,0.84,0.62,Speg,28316
0.64,0.59,0.4,Speg,24196
0.55,0.43,0.28,Speg,12715
0.73,0.9,0.64,Speg,11230
0.97,0.71,0.93,Asic4,7625
0.69,0.43,0.53,Tmem198,4743
0.69,0.43,0.53,Obsl1,5652
0.8,0.74,0.57,Obsl1,13160
0.22,0.05,0.02,Slc4a3,5426
0.21,0.11,0.4,Gm29069,49727
0.3,0.19,0.08,Epha4,4148
0.93,0.55,0.95,Epha4,69226
0.86,0.59,0.95,Epha4,69236
0.69,0.59,0.49,Epha4,75443
0.58,0.47,0.31,Epha4,55971
0.01,0.23,0.17,Epha4,5203
0.2,0.3,0.48,Pax3,30190
0.8,0.73,0.59,Sgpp2,47044
0.61,0.33,0.43,Farsb,35399
0.5,0.83,0.4,Farsb,20085
0.76,0.63,0.98,Mogat1,14757
0.37,0.22,0.6,5730419F03Rik,6193
0.5,0.66,0.32,Gm29536,22594
0.76,0.77,0.99,Kcne4,2143
0.76,0.77,0.99,Gm29536,27278
0.71,0.87,0.43,Dock10,21344
0.86,0.6,0.94,Dock10,38567
0.73,0.48,0.36,Dock10,22492
0.44,0.4,0.16,Nyap2,111268
1.0,0.7,0.83,Gm6198,492
0.63,0.49,0.3,Mff,7936
0.76,0.97,0.87,Gm28942,1877
0.53,0.41,0.75,Slc19a3,5033
0.53,0.41,0.75,Gm7539,2163
0.77,0.56,0.56,Slc19a3,1227
0.84,0.97,0.61,Sphkap,43122
0.15,0.0,0.21,Pid1,53172
0.17,0.36,0.08,Mir6353,1981
0.17,0.36,0.08,Pid1,147350
0.91,0.82,0.67,Pid1,66239
0.65,0.76,0.43,Pid1,1976
0.7,0.69,0.43,Dner,123978
0.66,0.57,0.79,A530032D15Rik,5324
0.66,0.57,0.79,C130026I21Rik,95703
0.49,0.8,0.7,C130026I21Rik,37625
0.74,0.88,0.65,Gm16026,8065
0.75,0.95,0.75,Gm16092,1090
0.75,0.95,0.75,Gm7592,3381
0.57,0.89,0.87,Sp140,7857
0.57,0.89,0.87,Gm10552,4150
0.45,0.64,0.87,Sp140,15716
0.51,0.3,0.28,Itm2c,5024
0.63,0.55,0.35,Itm2c,3603
0.83,0.85,0.62,Dis3l2,932
0.83,0.85,0.62,Gm28375,8433
0.95,0.96,0.75,Gm28375,4402
0.22,0.42,0.2,Alpi,2585
0.71,0.59,0.49,3110079O15Rik,403
0.71,0.59,0.49,Ngef,2245
0.79,0.54,0.58,Ngef,6462
0.37,0.25,0.05,Ngef,7837
0.48,0.64,0.3,Ngef,8663
0.56,0.37,0.32,Ngef,11090
0.71,0.96,0.7,Ngef,16826
0.35,0.27,0.09,Ngef,36642
0.35,0.27,0.09,Neu2,3587
0.66,0.66,0.39,Neu2,10363
0.49,0.69,0.41,Inpp5d,46061
0.74,0.87,0.61,Inpp5d,12227
0.67,0.28,0.32,Atg16l1,584
0.66,0.62,0.36,Sag,591
0.37,0.3,0.14,Dgkd,25055
0.58,0.75,0.78,Dgkd,12762
0.43,0.39,0.61,Trpm8,31785
0.31,0.1,0.43,Gm29538,2851
0.83,0.75,0.59,Sh3bp4,24572
0.8,0.56,0.48,Agap1,19117
0.57,0.74,0.85,Agap1,73541
0.57,0.42,0.79,Agap1,146486
0.67,0.59,0.81,Agap1,181472
0.75,0.51,0.57,Agap1,191350
0.68,0.38,0.48,Agap1,144209
0.63,0.77,0.88,Agap1,50937
0.09,0.22,0.0,Gbx2,633
0.09,0.22,0.0,D130058E05Rik,2744
0.69,0.89,0.95,Asb18,22761
0.28,0.23,0.06,Iqca,14541
0.89,0.63,0.62,Ackr3,6995
0.76,0.64,0.37,RP23-324F10.1,155
0.76,0.64,0.37,Col6a3,4993
0.82,1.0,0.71,Lrrfip1,18854
0.52,0.33,0.22,Lrrfip1,48086
0.7,0.5,0.53,Klhl30,7333
0.61,0.93,0.78,Asb1,1171
0.1,0.06,0.27,Gm29100,2621
0.1,0.06,0.27,Twist2,2855
0.12,0.1,0.35,Gm29100,2579
0.12,0.1,0.35,Twist2,2897
0.46,0.36,0.66,Gm29100,2172
0.46,0.36,0.66,Twist2,3304
0.87,0.77,0.64,RP23-309A8.1,1013
0.81,0.93,0.68,RP23-309A8.1,2917
0.45,0.38,0.19,Hdac4,32339
0.77,0.6,0.53,Hdac4,125637
0.61,0.44,0.25,Myeov2,2786
0.48,0.25,0.32,Myeov2,2931
0.31,0.2,0.08,Gm29481,766
0.31,0.2,0.08,Gpc1,9485
0.97,0.92,0.73,Ankmy1,4265
0.61,0.41,0.36,Ankmy1,11002
0.41,0.42,0.21,Kif1a,40162
0.51,0.53,0.28,Kif1a,1176
0.68,0.76,0.43,Agxt,4131
0.38,0.13,0.13,Sned1,10835
0.76,0.87,0.97,St8sia4,32658
0.71,0.49,0.56,D1Ertd622e,27717
0.71,0.61,0.31,D1Ertd622e,9730
0.3,0.33,0.1,Pam,27123
0.41,0.31,0.02,Pam,79595
0.84,0.93,0.58,Gm3531,2034
0.84,0.93,0.58,Pam,148291
0.92,0.79,1.0,Pam,57524
0.92,0.79,1.0,B230216N24Rik,11006
0.49,0.68,0.41,Cntnap5b,50070
